# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv0148	Rv0148	Rv0148	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0149	Rv0149	Rv0149	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0150c	Rv0150c	Rv0150c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0157A	Rv0157A	Rv0157A	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0158	Rv0158	Rv0158	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0161	Rv0161	Rv0161	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0163	Rv0163	Rv0163	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv0175	Rv0175	Rv0175	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0176	Rv0176	Rv0176	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0177	Rv0177	Rv0177	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
Rv0178	Rv0178	Rv0178	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv0180c	Rv0180c	Rv0180c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0181c	Rv0181c	Rv0181c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0183	Rv0183	Rv0183	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0184	Rv0184	Rv0184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0185	Rv0185	Rv0185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0187	Rv0187	Rv0187	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0188	Rv0188	Rv0188	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0190	Rv0190	Rv0190	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv0191	Rv0191	Rv0191	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv0192	Rv0192	Rv0192	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Rv0193c	Rv0193c	Rv0193c	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	3
Rv0194	Rv0194	Rv0194	protein_coding	0	0	1	6	0	0	0	0	4	0	1	0	0	0	0	0	0	2
Rv0195	Rv0195	Rv0195	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	2
Rv0196	Rv0196	Rv0196	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv0197	Rv0197	Rv0197	protein_coding	2	0	0	4	0	0	0	0	2	1	0	0	0	1	0	0	0	2
Rv0199	Rv0199	Rv0199	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0200	Rv0200	Rv0200	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0201c	Rv0201c	Rv0201c	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
Rv0203	Rv0203	Rv0203	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0204c	Rv0204c	Rv0204c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0205	Rv0205	Rv0205	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0207c	Rv0207c	Rv0207c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0208c	Rv0208c	Rv0208c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0209	Rv0209	Rv0209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0210	Rv0210	Rv0210	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0213c	Rv0213c	Rv0213c	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv0216	Rv0216	Rv0216	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0218	Rv0218	Rv0218	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv0219	Rv0219	Rv0219	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0221	Rv0221	Rv0221	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0223c	Rv0223c	Rv0223c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0224c	Rv0224c	Rv0224c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0225	Rv0225	Rv0225	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0226c	Rv0226c	Rv0226c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0227c	Rv0227c	Rv0227c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0228	Rv0228	Rv0228	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0229c	Rv0229c	Rv0229c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0232	Rv0232	Rv0232	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv0235c	Rv0235c	Rv0235c	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	2
Rv0236A	Rv0236A	Rv0236A	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0238	Rv0238	Rv0238	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0245	Rv0245	Rv0245	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0246	Rv0246	Rv0246	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0247c	Rv0247c	Rv0247c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0248c	Rv0248c	Rv0248c	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv0249c	Rv0249c	Rv0249c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0250c	Rv0250c	Rv0250c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0257	Rv0257	Rv0257	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv0258c	Rv0258c	Rv0258c	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv0259c	Rv0259c	Rv0259c	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv0260c	Rv0260c	Rv0260c	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rv0263c	Rv0263c	Rv0263c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv0264c	Rv0264c	Rv0264c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0272c	Rv0272c	Rv0272c	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Rv0273c	Rv0273c	Rv0273c	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Rv0274	Rv0274	Rv0274	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0
Rv0275c	Rv0275c	Rv0275c	protein_coding	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Rv0276	Rv0276	Rv0276	protein_coding	0	0	0	33	0	0	0	0	33	0	0	0	0	0	0	0	0	0
Rv0278c	Rv0278c	Rv0278c	protein_coding	0	10	11	26	0	0	0	0	0	0	11	0	0	0	0	0	10	26
Rv0281	Rv0281	Rv0281	protein_coding	0	0	0	35	0	0	0	0	2	0	0	0	0	0	0	0	0	33
Rv0293c	Rv0293c	Rv0293c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0295c	Rv0295c	Rv0295c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0298	Rv0298	Rv0298	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0299	Rv0299	Rv0299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0302	Rv0302	Rv0302	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0303	Rv0303	Rv0303	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	1
Rv0306	Rv0306	Rv0306	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0307c	Rv0307c	Rv0307c	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rv0308	Rv0308	Rv0308	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0309	Rv0309	Rv0309	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0310c	Rv0310c	Rv0310c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0311	Rv0311	Rv0311	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0312	Rv0312	Rv0312	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv0313	Rv0313	Rv0313	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv0314c	Rv0314c	Rv0314c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv0315	Rv0315	Rv0315	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Rv0316	Rv0316	Rv0316	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	1
Rv0318c	Rv0318c	Rv0318c	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	3
Rv0320	Rv0320	Rv0320	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	3
Rv0323c	Rv0323c	Rv0323c	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Rv0324	Rv0324	Rv0324	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv0325	Rv0325	Rv0325	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv0326	Rv0326	Rv0326	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv0328	Rv0328	Rv0328	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0329c	Rv0329c	Rv0329c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0330c	Rv0330c	Rv0330c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0331	Rv0331	Rv0331	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rv0332	Rv0332	Rv0332	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0333	Rv0333	Rv0333	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0336	Rv0336	Rv0336	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv0338c	Rv0338c	Rv0338c	protein_coding	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0
Rv0339c	Rv0339c	Rv0339c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv0340	Rv0340	Rv0340	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0345	Rv0345	Rv0345	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0347	Rv0347	Rv0347	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0348	Rv0348	Rv0348	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0349	Rv0349	Rv0349	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0356c	Rv0356c	Rv0356c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0358	Rv0358	Rv0358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0359	Rv0359	Rv0359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0360c	Rv0360c	Rv0360c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0372c	Rv0372c	Rv0372c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0373c	Rv0373c	Rv0373c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0374c	Rv0374c	Rv0374c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0375c	Rv0375c	Rv0375c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0376c	Rv0376c	Rv0376c	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv0377	Rv0377	Rv0377	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0378	Rv0378	Rv0378	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0380c	Rv0380c	Rv0380c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0381c	Rv0381c	Rv0381c	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv0383c	Rv0383c	Rv0383c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0385	Rv0385	Rv0385	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	2
Rv0386	Rv0386	Rv0386	protein_coding	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	1
Rv0390	Rv0390	Rv0390	protein_coding	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	12
Rv0393	Rv0393	Rv0393	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	3
Rv0394c	Rv0394c	Rv0394c	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Rv0395	Rv0395	Rv0395	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	3
Rv0396	Rv0396	Rv0396	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv0397	Rv0397	Rv0397	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv0397A	Rv0397A	Rv0397A	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv0398c	Rv0398c	Rv0398c	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Rv0401	Rv0401	Rv0401	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0406c	Rv0406c	Rv0406c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv0412c	Rv0412c	Rv0412c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0420c	Rv0420c	Rv0420c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0421c	Rv0421c	Rv0421c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0424c	Rv0424c	Rv0424c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0426c	Rv0426c	Rv0426c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0428c	Rv0428c	Rv0428c	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Rv0430	Rv0430	Rv0430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0431	Rv0431	Rv0431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0433	Rv0433	Rv0433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0434	Rv0434	Rv0434	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0439c	Rv0439c	Rv0439c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0441c	Rv0441c	Rv0441c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0443	Rv0443	Rv0443	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv0446c	Rv0446c	Rv0446c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0448c	Rv0448c	Rv0448c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0449c	Rv0449c	Rv0449c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0452	Rv0452	Rv0452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0455c	Rv0455c	Rv0455c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0457c	Rv0457c	Rv0457c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0458	Rv0458	Rv0458	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0459	Rv0459	Rv0459	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv0460	Rv0460	Rv0460	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0461	Rv0461	Rv0461	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0463	Rv0463	Rv0463	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0464c	Rv0464c	Rv0464c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0465c	Rv0465c	Rv0465c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0466	Rv0466	Rv0466	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0470A	Rv0470A	Rv0470A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0471c	Rv0471c	Rv0471c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0472c	Rv0472c	Rv0472c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0473	Rv0473	Rv0473	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv0474	Rv0474	Rv0474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0476	Rv0476	Rv0476	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0477	Rv0477	Rv0477	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0479c	Rv0479c	Rv0479c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0480c	Rv0480c	Rv0480c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0481c	Rv0481c	Rv0481c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0484c	Rv0484c	Rv0484c	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv0485	Rv0485	Rv0485	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0487	Rv0487	Rv0487	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0488	Rv0488	Rv0488	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0492A	Rv0492A	Rv0492A	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0492c	Rv0492c	Rv0492c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0493c	Rv0493c	Rv0493c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0494	Rv0494	Rv0494	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0495c	Rv0495c	Rv0495c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0496	Rv0496	Rv0496	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0497	Rv0497	Rv0497	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0498	Rv0498	Rv0498	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0499	Rv0499	Rv0499	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv0500A	Rv0500A	Rv0500A	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0502	Rv0502	Rv0502	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	2
Rv0504c	Rv0504c	Rv0504c	protein_coding	0	0	1	5	0	0	0	0	3	0	1	0	0	0	0	0	0	2
Rv0508	Rv0508	Rv0508	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv0513	Rv0513	Rv0513	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0514	Rv0514	Rv0514	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv0515	Rv0515	Rv0515	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Rv0516c	Rv0516c	Rv0516c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0517	Rv0517	Rv0517	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0518	Rv0518	Rv0518	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv0519c	Rv0519c	Rv0519c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0523c	Rv0523c	Rv0523c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0525	Rv0525	Rv0525	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0526	Rv0526	Rv0526	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0528	Rv0528	Rv0528	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Rv0530	Rv0530	Rv0530	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	1
Rv0530A	Rv0530A	Rv0530A	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0531	Rv0531	Rv0531	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv0535	Rv0535	Rv0535	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv0537c	Rv0537c	Rv0537c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv0538	Rv0538	Rv0538	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv0539	Rv0539	Rv0539	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0540	Rv0540	Rv0540	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0541c	Rv0541c	Rv0541c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0543c	Rv0543c	Rv0543c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0544c	Rv0544c	Rv0544c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv0546c	Rv0546c	Rv0546c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0547c	Rv0547c	Rv0547c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0552	Rv0552	Rv0552	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv0556	Rv0556	Rv0556	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv0559c	Rv0559c	Rv0559c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0560c	Rv0560c	Rv0560c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0561c	Rv0561c	Rv0561c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0565c	Rv0565c	Rv0565c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0566c	Rv0566c	Rv0566c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv0567	Rv0567	Rv0567	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	1
Rv0569	Rv0569	Rv0569	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Rv0571c	Rv0571c	Rv0571c	protein_coding	0	0	1	9	0	0	0	0	6	0	1	0	0	0	0	0	0	3
Rv0572c	Rv0572c	Rv0572c	protein_coding	0	0	1	9	0	0	0	0	7	0	1	0	0	0	0	0	0	2
